"filename", "language", "Markdown", "TypeScript", "YAML", "JavaScript", "Ignore", "Docker", "JSON", "Shell Script", "TypeScript JSX", "PostCSS", "JSON with Comments", "MS SQL", "comment", "blank", "total"
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/ui/tsconfig.build.json", "JSON", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"/home/jaugustyniak/Documents/repos/github/s3gator/playwright.config.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"/home/jaugustyniak/Documents/repos/github/s3gator/playwright.integration.config.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/home/jaugustyniak/Documents/repos/github/s3gator/pnpm-lock.yaml", "YAML", 0, 0, 6674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1623, 8297
"/home/jaugustyniak/Documents/repos/github/s3gator/pnpm-workspace.yaml", "YAML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/dev-bootstrap.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 9, 28
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-bootstrap.mjs", "JavaScript", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 2, 68, 407
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-reliability.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 5, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-test.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 5, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/scripts/integration-up.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 5, 14
"/home/jaugustyniak/Documents/repos/github/s3gator/test/e2e-integration/stack.spec.ts", "TypeScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 107
"/home/jaugustyniak/Documents/repos/github/s3gator/test/e2e/files-authenticated.spec.ts", "TypeScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 63
"/home/jaugustyniak/Documents/repos/github/s3gator/test/e2e/login-page.spec.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/jaugustyniak/Documents/repos/github/s3gator/tsconfig.base.json", "JSON", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"Total", "-", 1175, 9613, 6905, 378, 8, 11, 261, 42, 1854, 34, 35, 205, 16, 3893, 24430
