"filename", "language", "TypeScript", "Ignore", "Docker", "YAML", "JavaScript", "JSON", "Markdown", "Shell Script", "TypeScript JSX", "JSON with Comments", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/app/globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 7, 41
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/app/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 3, 39
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/app/login/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 21, 158
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/app/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/components/providers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/lib/api-client.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/lib/multipart-upload.test.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 120
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/lib/multipart-upload.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 165
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/lib/utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/next-env.d.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 7
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/next.config.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/package.json", "JSON", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/jaugustyniak/Documents/repos/github/s3gator/apps/web/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"/home/jaugustyniak/Documents/repos/github/s3gator/docker-compose.dev.yml", "YAML", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"/home/jaugustyniak/Documents/repos/github/s3gator/docker-compose.integration.yml", "YAML", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 177
"/home/jaugustyniak/Documents/repos/github/s3gator/docker/integration.Dockerfile", "Docker", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/architecture.md", "Markdown", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 40, 129
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/discovery.md", "Markdown", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 36, 130
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/operations.md", "Markdown", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 22, 76
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/security.md", "Markdown", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 26, 112
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/stage2-hardening-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 39, 161
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/stage3-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 38, 153
"/home/jaugustyniak/Documents/repos/github/s3gator/docs/stage4-plan.md", "Markdown", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 27, 112
"/home/jaugustyniak/Documents/repos/github/s3gator/eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38
"/home/jaugustyniak/Documents/repos/github/s3gator/package.json", "JSON", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 38
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/package.json", "JSON", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/admin-client.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 121
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/client.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/file-service.ts", "TypeScript", 635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 722
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/types.ts", "TypeScript", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 186
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/utils.test.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/src/utils.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 120
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/tsconfig.build.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/s3/vitest.config.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/package.json", "JSON", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/home/jaugustyniak/Documents/repos/github/s3gator/packages/shared/src/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
